|diff|    p a b ord est
  460409971148   13762941725946901219 8951437686238436062 13360969899496924165 13762941726717992500 13762942187127963648
  132623402866   15738216059494858337 2216150716824103195 2516828256580387993 15738216058562578290 15738215925939175424
  506574401331   15303616954761909157 9741944676554752328 7208139567285596809 15303616955811893453 15303617462386294784
  325665988787   12126667352989743083 10073114872335548824 11446239872607906526 12126667348703403853 12126667674369392640
  516975114746   17055010266540823331 7321123635442078412 11763088811225212768 17055010260036499962 17055009743061385216
  370713980376   16071258368361687893 13085830832722216919 12330445937146543755 16071258368706506200 16071257997992525824
  280516107516   15261657624576480179 7506337700281317906 14108190653993074367 15261657619130999556 15261657899647107072
  12266658013   15841212658841879191 9012400537226266749 1300121356047023689 15841212665404434211 15841212677671092224
  66230216808   12113359257466175503 1607571349654987358 7647328514353865744 12113359251857008744 12113359185626791936
  4125735025   10324375703664594629 5655295927703047487 5575108870656694498 10324375706035402865 10324375701909667840
  63901990652   9806678286079574017 7816141601690563004 9049626384103816796 9806678284650742020 9806678348552732672
  338450429695   9834167573584318297 6049857925436245299 8663124132238402834 9834167577209190143 9834167238758760448
  167416979350   11628713314533111571 3683956380016535173 10982710727595989189 11628713319217782678 11628713151800803328
  87029543042   18133957287187102541 14249512424673394640 17705555162197728284 18133957291892633730 18133957204863090688
  109556712986   15236671389668358947 3205721214049218370 5072658495979977408 15236671388349184486 15236671497905897472
  236322500633   11558098983173842651 6915995822445232135 9558590615525590127 11558098980207644647 11558099216530145280
  20140497812   14770213610156738813 5250742090737903831 13705933408097521564 14770213605567077268 14770213585426579456
  52932838512   15621306006219875341 5740834859812754425 11167192151287896896 15621306007002219632 15621305954069381120
  490887257501   10770155711931180601 2983912326696565071 10295208277052142189 10770155707829772899 10770156198717030400
  221217068526   9232384511735797553 4258650601340560470 2809359804997970073 9232384512450587154 9232384733667655680
  45530031612   14951453828371762733 12515660872942983895 1403851573612159991 14951453829144323580 14951453783614291968
  479729550296   15830214884469307373 5493754375344448182 2695532522706367341 15830214882640526376 15830215362370076672
  74425107158   14426117092669083161 12156707405725171562 12781203515669862961 14426117097892676310 14426117023467569152
  51068200230   16124795373126399283 6166085203703710908 2947463287247394641 16124795367103994586 16124795418172194816
  109011002656   15446766076385355911 15083179859523667111 15156437723410347217 15446766070730332896 15446766179741335552
  545430452188   13718336647409857763 10616174984429684328 13652381957009271643 13718336653981894692 13718337199412346880
  110824121189   16121435202693616559 6943265693883794133 6309505339084712665 16121435199813590171 16121435310637711360
  51332787864   14237760736061798519 13555850153287208097 9576249106151358915 14237760734692102504 14237760786024890368
  340396310877   17035196885101989611 15164733668239570491 530643844628074475 17035196883925172573 17035196543528861696
  554181080688   15387062142915645503 12623506144538499083 14740152743162042873 15387062144172018064 15387062698353098752
  449973420392   13601665175202942407 7075709880443047751 6204477620593979528 13601665172027572584 13601664722054152192
  106287500076   13977455701421590421 2485971287830763015 10551941961437921179 13977455699907933396 13977455806195433472
  138291287112   14808442372166552183 2398320724287294533 12529565527228231815 14808442366921436088 14808442505212723200
  527780574454   14512784359439598329 5498893719548822557 3665175236045816163 14512784356284331254 14512783828503756800
  318858356386   17088236666566198669 16811276800869443325 454076352403827109 17088236665594419550 17088236984452775936
  348377549798   16266555105601770251 15596190144596671200 6507112738300753710 16266555103963804698 16266555452341354496
  346429438906   14090835593406994847 8644912549447009635 3676305496893462263 14090835592657877946 14090835246228439040
  237459149494   16795399896710534263 11258794728163078765 2145004655806395972 16795399892039832246 16795399654580682752
  500673467814   10644145070949571669 5392916726169268746 7632790121886792251 10644145068430666330 10644145569104134144
  380558377040   9248218080442207649 3996632111635566910 2186110428359327664 9248218081666007120 9248217701107630080
  502398802324   16303895471268288341 10869462126803166642 1398623583779986884 16303895464333452908 16303895966732255232
  337735573266   15524867031553780063 2869385480072080621 12141049537964239554 15524867027421093650 15524866689685520384
  136069212304   17913806255352029767 11274927524591634280 9287320944647476892 17913806253610801008 17913806389680013312
  349347033990   11357848815485777771 7345163055604440792 5761128640495106161 11357848811645219718 11357848462298185728
  102911136240   12346134696832511537 4985080206995703735 9830388817711513225 12346134696231129584 12346134593319993344
  458056241152   15768651049829113483 10385661695790635706 7673281185371375960 15768651049251401728 15768651507307642880
  483962993115   10407938095642426987 6961416928741039016 3348704561265485197 10407938101657650725 10407938585620643840
  370858138226   14263580243532941357 1918857823516520905 5362555842312926158 14263580246721815950 14263580617579954176
  436480044916   9838634988365998333 2568952829241598775 797487537897038080 9838634990982459252 9838634554502414336
  255021233328   10585404414622963873 5879074512472926920 7598304058773398931 10585404415411434672 10585404160390201344
  195821157182   15695695806899294839 1904857671329659993 1063495024208496275 15695695808090979134 15695695612269821952
  32721064991   12479073273226494161 1936172768288386421 7051956169404002917 12479073278420571167 12479073245699506176
  371542349336   10692536900781556801 6409794854767594865 4775366953231222031 10692536903323462120 10692537274865811456
  505689715278   17378537236543946083 6930507474209171789 14562710867989855814 17378537235309874610 17378537740999589888
  381040754735   14157160706611569761 7173775681142879307 6390880376745597327 14157160705110015953 14157161086150770688
  408898642421   17493383238025848931 15570189077453900651 6795400000243142986 17493383238931063285 17493382830032420864
  50754114527   9378000803731022339 1604861538231918614 9086611710904287637 9378000805869540319 9378000755115425792
  445945136800   15502146832070015497 1659709100808823907 4788659077685830412 15502146827354293920 15502146381409157120
  395735254204   16810029048768041591 8974749581184483954 8389611427891733406 16810029052523496636 16810028656788242432
  289368179911   14527983768126841319 10900802463117083453 1357761634161345880 14527983766614312135 14527983477246132224
  32098653678   15240333931894924889 8724080939241189946 6838134638538603455 15240333939039365650 15240333971138019328
  419435686092   16060877930177783987 4558529417587437068 8268665893659131043 16060877928150378700 16060877508714692608
  33637738751   14985305517513502229 1491050662811528043 9019962365183803138 14985305513972520705 14985305547610259456
  512571628936   16745893623813621667 4588378653234409592 1263668690056011330 16745893630968439416 16745894143540068352
  275309371136   10397467664012585077 2913530469427902860 2488295663466740742 10397467661079961856 10397467936389332992
  264492080772   11274457934435996933 4136687214867013231 6980301157793081362 11274457937420689788 11274458201912770560
  489729815281   15644907461625700603 8587352740076120742 14217786966313479660 15644907460889408241 15644906971159592960
  312632003795   15436542610661135713 12120775634015913245 3878571517978922808 15436542607994270509 15436542920626274304
  446258671458   13227063962808786473 4544911907362976395 7182422176924410767 13227063962747080862 13227064409005752320
  409531744204   13042303165826298571 8378917164435338636 5638400426342587656 13042303165054156852 13042303574585901056
  197565326295   13344120810579400033 1584100156003174805 1053296753862297764 13344120813487367127 13344120615922040832
